source_id,ra,dec,l,b,dist_pc,phot_g_mean_mag,M_G,M_Ks,A_0,wise_w3mpro,wise_w4mpro,wise_w3mpro_error,wise_w4mpro_error,resid_optical,resid_optical_nsigma,resid_w3,resid_w4,resid_w3_nsigma,resid_w4_nsigma,w3w4_colour,w3w4_excess,implied_f_optical,allwise_designation,tmass_designation
5530872314712065408,116.64266119648372,-46.01410950473023,259.6342621898495,-10.41803377043978,396.74652350984815,17.470867,9.31501315474066,5.230500843937279,0.25155742564402844,11.004,8.73,0.091,,1.0428566007033382,10.574287799891103,-1.9098431026530829,-0.27449797220566197,-8.468828863972288,-0.27641955410256175,2.2734968851487114,-0.5304226799344605,0.6191825582972975,J074634.24-460051.0,07463425-4600509
5514138946026644736,122.0370957217343,-50.6312768400947,265.51232002139557,-9.61727815643716,423.8317793213551,18.251305,9.687444214128119,5.3480198176150315,0.6605269016051655,11.321,9.114,0.136,0.516,1.0417133107369807,10.5627543274874,-1.8385273137929001,-0.12449085320279174,-8.152592828500543,-0.12536233275479683,2.205678946196789,-0.5982406188863827,0.6187813429093281,J080808.90-503752.6,08080891-5037527
5865597395489479552,206.86419696666488,-62.007723381865524,309.4539108339093,0.1525904177790519,142.6618730726143,14.87159,9.034669071667464,5.020294077038054,0.10062660935905625,8.967,7.31,0.107,0.226,1.0269573144486444,10.413896311595895,-1.5516446703480629,0.6716485296851156,-6.880467381125701,0.6763503045119085,1.6567987467812832,-1.1471208183018886,0.6135649186475745,J134727.43-620027.6,13472746-6200275
3341638870170597888,84.47913120138625,14.021569658577766,191.83955289460727,-9.311018441054438,353.9653796866917,16.339146,8.47815285177425,4.640581103261554,0.17575150332490072,10.911,8.383,0.137,,1.01546511980413,10.297963421698546,-1.269991006104977,-0.019484951444132648,-5.631528827968184,-0.019621352925193368,2.5276484969933506,-0.4283045700371315,0.6094528944177665,J053755.00+140117.7,05375499+1401177
5531056757788260864,117.87541454957301,-45.979349827210626,260.02373966686,-9.651536599016929,371.28288259900336,16.74867,8.782479362422102,4.759217701430753,0.17940545829336138,9.959,8.35,0.046,0.215,1.01255519784287,10.268608222558608,-2.4236601255012946,-0.21335733022214143,-10.747250807561478,-0.21485090622210753,1.6086411890834125,-1.1952783759997594,0.6084047706724098,J075130.10-455845.6,07513010-4558458
5530928488583724928,116.55596198879348,-45.734311327010204,259.3549857695289,-10.337620262006707,384.3640184429044,17.043783,8.948519932448189,4.921168141091323,0.2626167314702688,11.733,9.243,0.175,,0.9960563218363232,10.102168092134082,-0.8590827666921381,0.5122928597499552,-3.809435927483677,0.5158790891027498,2.489474766537059,-0.31444479854611274,0.6024086359120258,J074613.42-454403.4,07461344-4544036
2013305197486096512,346.47036870761707,58.897084627106466,109.65527941045708,-1.2266804736933576,484.1770503225138,17.308449,8.59512316540316,4.77290868075023,0.4399026970523009,10.433,8.63,0.076,0.252,0.9906682412737169,10.047813308740219,-2.541331268443164,-0.5203903330950119,-11.269040671042076,-0.5240332475958441,1.8021201946058945,-1.0017993704772774,0.6004306428444247,J230552.86+585349.6,23055286+5853496
5520679734541024896,120.76819792726714,-44.759650908181584,259.997883209103,-7.281713005898301,448.27955814776385,17.998587,9.688436187781022,5.5706884516151,0.08220061739347843,11.796,8.644,0.183,,0.9803375591618195,9.943597719908821,-1.6592119294035204,-0.8766858298698867,-7.357453530952228,-0.8828229375738532,3.151835598765212,0.34791603368203994,0.5966106317203915,J080304.36-444534.8,08030437-4445348
2010175708214879232,345.65475554892896,57.735159203214536,108.79615644587588,-2.1189131331703126,458.6089626957023,17.646448,8.949618414894168,5.006580920830704,0.5980021156652486,12.188,8.848,0.247,,0.9796040041329519,9.93619764037432,-0.862556611390989,-0.3236803390115135,-3.8248400181200846,-0.325946214692959,3.3388039957686697,0.5348844306854978,0.5963379980152164,J230237.13+574406.5,23023713+5744065
3337986494405621248,83.81389420746493,9.81025091452459,195.1759534260463,-12.033369709202324,374.964969335611,16.76808,8.774801481916398,4.819012542365069,0.18889648016014904,10.262,8.256,0.073,0.303,0.9657454815185806,9.796393310036185,-2.1914029794848133,-0.3609215576471474,-9.717351535042287,-0.3634481348957983,2.0056222070396803,-0.7982973580434916,0.5911525636995498,J053515.33+094836.9,05351533+0948369
1931588973610490368,346.5201285651796,42.78004559649256,103.1292429314622,-16.004182615389485,410.43916791084837,17.291954,9.014240865539168,5.110062370513162,0.32303820122172744,12.123,8.691,0.282,,0.9631774436303164,9.770487026427034,-0.767111348220892,-0.3043441094962258,-3.4016065082356994,-0.30647462480217447,3.4313539235975554,0.6274343585143836,0.5901843926445106,J230604.83+424648.1,23060482+4246481
2179277061817807744,322.93768619816035,58.27829770990236,99.1136921054439,4.967094965466703,443.28605872054237,17.174524,8.616405768023865,4.72673615035516,0.48989611612645734,11.745,8.606,0.184,,0.9544794967933452,9.682742418527887,-1.0004590309290116,-0.32977129962562657,-4.436341554226824,-0.33207981416358806,3.138020207767747,0.3341006426845752,0.5868881310259915,J213145.04+581641.7,21314502+5816416
6556837158727254912,349.3513531444942,-31.819183089125904,14.35098970009459,-69.04879657380857,228.47781806152955,16.580984,9.765475827959639,6.049800658522292,0.031106004841637065,11.531,9.06,0.186,,0.9373960334758955,9.510404990115752,-0.8557971979601184,0.634131589377235,-3.794866710109936,0.638570732488597,2.470937787990316,-0.33298177709285603,0.580336635559243,J231724.33-314908.9,23172435-3149089
5561897607970015744,109.0842754146059,-39.47521173801353,251.13770067958373,-12.438994428625376,320.86783005943715,17.919441,10.018302946754833,5.671444947714867,0.5786498343430089,11.697,8.65,0.219,0.364,0.9194470266921844,9.329335987058444,-1.1224191106970842,-0.22858711991170289,-4.977149876312239,-0.23018730977087493,3.0458427003313115,0.2419231352481397,0.5733412459666143,J071620.23-392830.7,07162024-3928308
